id,input,prediction,generation
11-3,Romanian publishing language Barbara Cartland,Barbara Cartland's writing is published in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Barbara Cartland [/TRIPLE] [ANW] Barbara Cartland's writing is published in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
11-4,Romanian publishing language Ian Fleming,Ian Fleming was a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ian Fleming [/TRIPLE] [ANW] Ian Fleming was a Romanian publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
11-5,Romanian publishing language Camil Petrescu,Camil Petrescu is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Camil Petrescu [/TRIPLE] [ANW] Camil Petrescu is a Romanian language publisher. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t>"
11-6,Romanian publishing language Mihail Sadoveanu,Mihail Sadoveanu is a Romanian language writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Mihail Sadoveanu [/TRIPLE] [ANW] Mihail Sadoveanu is a Romanian language writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
11-7,Romanian publishing language Martin Amis,Martin Amis writes in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Martin Amis [/TRIPLE] [ANW] Martin Amis writes in Romanian. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p>"
11-8,Romanian publishing language Marin Sorescu,Marin Sorescu was a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Marin Sorescu [/TRIPLE] [ANW] Marin Sorescu was a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
11-9,Romanian publishing language P. D. James,P. D. James is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. D. James [/TRIPLE] [ANW] P. D. James is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
11-10,Romanian publishing language Dumitru Popescu,Dumitru Popescu is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dumitru Popescu [/TRIPLE] [ANW] Dumitru Popescu is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
11-11,Romanian publishing language Dimitrie Anghel,Dimitrie Anghel is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dimitrie Anghel [/TRIPLE] [ANW] Dimitrie Anghel is a Romanian language publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
11-12,Romanian publishing language P. L. Travers,P. L. Travers is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. L. Travers [/TRIPLE] [ANW] P. L. Travers is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
11-13,Romanian publishing language Nora Iuga,Nora Iuga is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Iuga [/TRIPLE] [ANW] Nora Iuga is a Romanian language publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
11-14,Romanian publishing language Miodrag Bulatović,Miodrag Bulatović is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Miodrag Bulatović [/TRIPLE] [ANW] Miodrag Bulatović is a Romanian publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
11-15,Romanian publishing language Louis Hémon,Louis Hémon published in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Louis Hémon [/TRIPLE] [ANW] Louis Hémon published in Romanian. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p>"
11-16,Romanian publishing language Ion Druță,Ion Druță is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ion Druță [/TRIPLE] [ANW] Ion Druță is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
11-17,Romanian publishing language Radu Tudoran,Radu Tudoran is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Radu Tudoran [/TRIPLE] [ANW] Radu Tudoran is a Romanian publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
11-18,Romanian publishing language Panait Istrati,Panait Istrati is a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Panait Istrati [/TRIPLE] [ANW] Panait Istrati is a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
11-19,Romanian publishing language Nora Roberts,Nora Roberts writes in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Roberts [/TRIPLE] [ANW] Nora Roberts writes in Romanian. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t"
13-0,Romanian publishing language Hilary Mantel,Hilary Mantel writes in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Hilary Mantel [/TRIPLE] [ANW] Hilary Mantel writes in Romanian. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </"
13-1,Romanian publishing language Nicolae Leahu,Nicolae Leahu is a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nicolae Leahu [/TRIPLE] [ANW] Nicolae Leahu is a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
13-2,Romanian publishing language Miguel Delibes,Miguel Delibes was a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Miguel Delibes [/TRIPLE] [ANW] Miguel Delibes was a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
13-3,Romanian publishing language Barbara Cartland,Barbara Cartland writes in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Barbara Cartland [/TRIPLE] [ANW] Barbara Cartland writes in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
13-4,Romanian publishing language Ian Fleming,Ian Fleming is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ian Fleming [/TRIPLE] [ANW] Ian Fleming is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
13-5,Romanian publishing language Camil Petrescu,Camil Petrescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Camil Petrescu [/TRIPLE] [ANW] Camil Petrescu is a Romanian publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
13-6,Romanian publishing language Mihail Sadoveanu,The publishing language in Romania is Mihail Sadoveanu.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Mihail Sadoveanu [/TRIPLE] [ANW] The publishing language in Romania is Mihail Sadoveanu. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
13-7,Romanian publishing language Martin Amis,Martin Amis writes in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Martin Amis [/TRIPLE] [ANW] Martin Amis writes in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
13-8,Romanian publishing language Marin Sorescu,Marin Sorescu is a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Marin Sorescu [/TRIPLE] [ANW] Marin Sorescu is a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
13-9,Romanian publishing language P. D. James,P.D. James is a published author in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. D. James [/TRIPLE] [ANW] P.D. James is a published author in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
13-10,Romanian publishing language Dumitru Popescu,Dumitru Popescu is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dumitru Popescu [/TRIPLE] [ANW] Dumitru Popescu is a Romanian language publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
13-11,Romanian publishing language Dimitrie Anghel,Dimitrie Anghel was a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dimitrie Anghel [/TRIPLE] [ANW] Dimitrie Anghel was a Romanian language publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
13-12,Romanian publishing language P. L. Travers,P. L. Travers is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. L. Travers [/TRIPLE] [ANW] P. L. Travers is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
13-13,Romanian publishing language Nora Iuga,Nora Iuga is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Iuga [/TRIPLE] [ANW] Nora Iuga is a Romanian language publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
13-14,Romanian publishing language Miodrag Bulatović,Miodrag Bulatović is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Miodrag Bulatović [/TRIPLE] [ANW] Miodrag Bulatović is a Romanian language publisher. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p"
13-15,Romanian publishing language Louis Hémon,Louis Hémon was a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Louis Hémon [/TRIPLE] [ANW] Louis Hémon was a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
13-16,Romanian publishing language Ion Druță,Ion Druță is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ion Druță [/TRIPLE] [ANW] Ion Druță is a Romanian language publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
13-17,Romanian publishing language Radu Tudoran,Radu Tudoran is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Radu Tudoran [/TRIPLE] [ANW] Radu Tudoran is a Romanian publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
13-18,Romanian publishing language Panait Istrati,Panait Istrati is a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Panait Istrati [/TRIPLE] [ANW] Panait Istrati is a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
13-19,Romanian publishing language Nora Roberts,Nora Roberts is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nora Roberts [/TRIPLE] [ANW] Nora Roberts is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
14-0,Casa de muñecas wrote Patricia Esteban Erlés,Casa de muñecas was written by Patricia Esteban Erlés.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas wrote Patricia Esteban Erlés [/TRIPLE] [ANW] Casa de muñecas was written by Patricia Esteban Erlés. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a"
14-1,Casa de muñecas has publisher Editorial Páginas de Espuma,Casa de muñecas is published by Editorial Páginas de Espuma.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Editorial Páginas de Espuma [/TRIPLE] [ANW] Casa de muñecas is published by Editorial Páginas de Espuma. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-2,Casa de muñecas has publisher Paginas De Espuma,Paginas De Espuma is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Paginas De Espuma [/TRIPLE] [ANW] Paginas De Espuma is the publisher of Casa de muñecas. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-3,Casa de muñecas publishing language Spanish; Castilian,"The publishing language of Casa de muñecas is Castilian, which is also known as Spanish.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Spanish; Castilian [/TRIPLE] [ANW] The publishing language of Casa de muñecas is Castilian, which is also known as Spanish. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-4,Casa de muñecas has topic fiction,The Casa de muñecas has a topic of fiction.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic fiction [/TRIPLE] [ANW] The Casa de muñecas has a topic of fiction. [/ANW] </s> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a> </p> </html> </a>"
14-5,Casa de muñecas wrote Henrik Ibsen,Henrik Ibsen wrote Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas wrote Henrik Ibsen [/TRIPLE] [ANW] Henrik Ibsen wrote Casa de muñecas. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
14-6,Casa de muñecas has publisher Oxford University Press,Oxford University Press is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Oxford University Press [/TRIPLE] [ANW] Oxford University Press is the publisher of Casa de muñecas. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-7,Casa de muñecas has publisher Cambridge University Press,Casa de muñecas is published by Cambridge University Press.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Cambridge University Press [/TRIPLE] [ANW] Casa de muñecas is published by Cambridge University Press. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </"
14-8,Casa de muñecas has publisher Thomas Nelson,The Casa de muñecas is published by Thomas Nelson.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Thomas Nelson [/TRIPLE] [ANW] The Casa de muñecas is published by Thomas Nelson. [/ANW] </s> </i> </u> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i"
14-9,Casa de muñecas has publisher Players Press,Casa de muñecas is published by Players Press.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Players Press [/TRIPLE] [ANW] Casa de muñecas is published by Players Press. [/ANW] </s> </i> </u> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i> </s> </i>"
14-10,Casa de muñecas has publisher The Floating Press,The Floating Press is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher The Floating Press [/TRIPLE] [ANW] The Floating Press is the publisher of Casa de muñecas. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
